Filename,Peak_Counts,Project,Control,Peak_Type,Aligner,Peak_Caller,Deduplicator,Test,Peaks
Rube_with_control_broad_STAR_macs3_no_deduplication_test1_peaks,1002670,Rube,with_control,broad,STAR,macs3,no_deduplication,test1,peaks
Rube_with_control_broad_STAR_macs3_no_deduplication_test2_peaks,1002671,Rube,with_control,broad,STAR,macs3,no_deduplication,test2,peaks
Rube_with_control_broad_STAR_macs3_no_deduplication_test3_peaks,1002670,Rube,with_control,broad,STAR,macs3,no_deduplication,test3,peaks
Rube_with_control_broad_STAR_macs3_picard_test1_peaks,1004048,Rube,with_control,broad,STAR,macs3,picard,test1,peaks
Rube_with_control_broad_STAR_macs3_picard_test2_peaks,1004048,Rube,with_control,broad,STAR,macs3,picard,test2,peaks
Rube_with_control_broad_STAR_macs3_picard_test3_peaks,1004048,Rube,with_control,broad,STAR,macs3,picard,test3,peaks
Rube_with_control_broad_STAR_macs3_sambamba_test1_peaks,1004045,Rube,with_control,broad,STAR,macs3,sambamba,test1,peaks
Rube_with_control_broad_STAR_macs3_sambamba_test2_peaks,1004044,Rube,with_control,broad,STAR,macs3,sambamba,test2,peaks
Rube_with_control_broad_STAR_macs3_sambamba_test3_peaks,1004045,Rube,with_control,broad,STAR,macs3,sambamba,test3,peaks
Rube_with_control_broad_STAR_macs3_samtools_test1_peaks,1004048,Rube,with_control,broad,STAR,macs3,samtools,test1,peaks
Rube_with_control_broad_STAR_macs3_samtools_test2_peaks,1004048,Rube,with_control,broad,STAR,macs3,samtools,test2,peaks
Rube_with_control_broad_STAR_macs3_samtools_test3_peaks,1004048,Rube,with_control,broad,STAR,macs3,samtools,test3,peaks
Rube_with_control_broad_STAR_pepr_no_deduplication_test1_peaks,1224814,Rube,with_control,broad,STAR,pepr,no_deduplication,test1,peaks
Rube_with_control_broad_STAR_pepr_no_deduplication_test2_peaks,1224814,Rube,with_control,broad,STAR,pepr,no_deduplication,test2,peaks
Rube_with_control_broad_STAR_pepr_no_deduplication_test3_peaks,1224814,Rube,with_control,broad,STAR,pepr,no_deduplication,test3,peaks
Rube_with_control_broad_STAR_pepr_picard_test1_peaks,568556,Rube,with_control,broad,STAR,pepr,picard,test1,peaks
Rube_with_control_broad_STAR_pepr_picard_test2_peaks,568556,Rube,with_control,broad,STAR,pepr,picard,test2,peaks
Rube_with_control_broad_STAR_pepr_picard_test3_peaks,568556,Rube,with_control,broad,STAR,pepr,picard,test3,peaks
Rube_with_control_broad_STAR_pepr_sambamba_test1_peaks,568556,Rube,with_control,broad,STAR,pepr,sambamba,test1,peaks
Rube_with_control_broad_STAR_pepr_sambamba_test2_peaks,568556,Rube,with_control,broad,STAR,pepr,sambamba,test2,peaks
Rube_with_control_broad_STAR_pepr_sambamba_test3_peaks,568554,Rube,with_control,broad,STAR,pepr,sambamba,test3,peaks
Rube_with_control_broad_STAR_pepr_samtools_test1_peaks,568556,Rube,with_control,broad,STAR,pepr,samtools,test1,peaks
Rube_with_control_broad_STAR_pepr_samtools_test2_peaks,568556,Rube,with_control,broad,STAR,pepr,samtools,test2,peaks
Rube_with_control_broad_STAR_pepr_samtools_test3_peaks,568556,Rube,with_control,broad,STAR,pepr,samtools,test3,peaks
Rube_with_control_broad_bowtie2_cisgenome_no_deduplication_test1_peaks,2228,Rube,with_control,broad,bowtie2,cisgenome,no_deduplication,test1,peaks
Rube_with_control_broad_bowtie2_cisgenome_no_deduplication_test2_peaks,2228,Rube,with_control,broad,bowtie2,cisgenome,no_deduplication,test2,peaks
Rube_with_control_broad_bowtie2_cisgenome_no_deduplication_test3_peaks,2228,Rube,with_control,broad,bowtie2,cisgenome,no_deduplication,test3,peaks
Rube_with_control_broad_bowtie2_cisgenome_picard_test1_peaks,16515,Rube,with_control,broad,bowtie2,cisgenome,picard,test1,peaks
Rube_with_control_broad_bowtie2_cisgenome_picard_test2_peaks,16515,Rube,with_control,broad,bowtie2,cisgenome,picard,test2,peaks
Rube_with_control_broad_bowtie2_cisgenome_picard_test3_peaks,16515,Rube,with_control,broad,bowtie2,cisgenome,picard,test3,peaks
Rube_with_control_broad_bowtie2_cisgenome_sambamba_test1_peaks,16515,Rube,with_control,broad,bowtie2,cisgenome,sambamba,test1,peaks
Rube_with_control_broad_bowtie2_cisgenome_sambamba_test2_peaks,16515,Rube,with_control,broad,bowtie2,cisgenome,sambamba,test2,peaks
Rube_with_control_broad_bowtie2_cisgenome_sambamba_test3_peaks,16515,Rube,with_control,broad,bowtie2,cisgenome,sambamba,test3,peaks
Rube_with_control_broad_bowtie2_cisgenome_samtools_test1_peaks,16515,Rube,with_control,broad,bowtie2,cisgenome,samtools,test1,peaks
Rube_with_control_broad_bowtie2_cisgenome_samtools_test2_peaks,16515,Rube,with_control,broad,bowtie2,cisgenome,samtools,test2,peaks
Rube_with_control_broad_bowtie2_cisgenome_samtools_test3_peaks,16515,Rube,with_control,broad,bowtie2,cisgenome,samtools,test3,peaks
Rube_with_control_broad_bowtie2_genrich_no_deduplication_test1_peaks,146940,Rube,with_control,broad,bowtie2,genrich,no_deduplication,test1,peaks
Rube_with_control_broad_bowtie2_genrich_no_deduplication_test2_peaks,146940,Rube,with_control,broad,bowtie2,genrich,no_deduplication,test2,peaks
Rube_with_control_broad_bowtie2_genrich_no_deduplication_test3_peaks,146940,Rube,with_control,broad,bowtie2,genrich,no_deduplication,test3,peaks
Rube_with_control_broad_bowtie2_genrich_picard_test1_peaks,96308,Rube,with_control,broad,bowtie2,genrich,picard,test1,peaks
Rube_with_control_broad_bowtie2_genrich_picard_test2_peaks,96308,Rube,with_control,broad,bowtie2,genrich,picard,test2,peaks
Rube_with_control_broad_bowtie2_genrich_picard_test3_peaks,96308,Rube,with_control,broad,bowtie2,genrich,picard,test3,peaks
Rube_with_control_broad_bowtie2_genrich_sambamba_test1_peaks,96310,Rube,with_control,broad,bowtie2,genrich,sambamba,test1,peaks
Rube_with_control_broad_bowtie2_genrich_sambamba_test2_peaks,96310,Rube,with_control,broad,bowtie2,genrich,sambamba,test2,peaks
Rube_with_control_broad_bowtie2_genrich_sambamba_test3_peaks,96310,Rube,with_control,broad,bowtie2,genrich,sambamba,test3,peaks
Rube_with_control_broad_bowtie2_genrich_samtools_test1_peaks,96308,Rube,with_control,broad,bowtie2,genrich,samtools,test1,peaks
Rube_with_control_broad_bowtie2_genrich_samtools_test2_peaks,96308,Rube,with_control,broad,bowtie2,genrich,samtools,test2,peaks
Rube_with_control_broad_bowtie2_genrich_samtools_test3_peaks,96308,Rube,with_control,broad,bowtie2,genrich,samtools,test3,peaks
Rube_with_control_broad_bowtie2_macs3_no_deduplication_test1_peaks,1158386,Rube,with_control,broad,bowtie2,macs3,no_deduplication,test1,peaks
Rube_with_control_broad_bowtie2_macs3_no_deduplication_test2_peaks,1158386,Rube,with_control,broad,bowtie2,macs3,no_deduplication,test2,peaks
Rube_with_control_broad_bowtie2_macs3_no_deduplication_test3_peaks,1158386,Rube,with_control,broad,bowtie2,macs3,no_deduplication,test3,peaks
Rube_with_control_broad_bowtie2_macs3_picard_test1_peaks,1158386,Rube,with_control,broad,bowtie2,macs3,picard,test1,peaks
Rube_with_control_broad_bowtie2_macs3_picard_test2_peaks,1158386,Rube,with_control,broad,bowtie2,macs3,picard,test2,peaks
Rube_with_control_broad_bowtie2_macs3_picard_test3_peaks,1158386,Rube,with_control,broad,bowtie2,macs3,picard,test3,peaks
Rube_with_control_broad_bowtie2_macs3_sambamba_test1_peaks,1158386,Rube,with_control,broad,bowtie2,macs3,sambamba,test1,peaks
Rube_with_control_broad_bowtie2_macs3_sambamba_test2_peaks,1158386,Rube,with_control,broad,bowtie2,macs3,sambamba,test2,peaks
Rube_with_control_broad_bowtie2_macs3_sambamba_test3_peaks,1158386,Rube,with_control,broad,bowtie2,macs3,sambamba,test3,peaks
Rube_with_control_broad_bowtie2_macs3_samtools_test1_peaks,1158386,Rube,with_control,broad,bowtie2,macs3,samtools,test1,peaks
Rube_with_control_broad_bowtie2_macs3_samtools_test2_peaks,1158386,Rube,with_control,broad,bowtie2,macs3,samtools,test2,peaks
Rube_with_control_broad_bowtie2_macs3_samtools_test3_peaks,1158386,Rube,with_control,broad,bowtie2,macs3,samtools,test3,peaks
Rube_with_control_broad_bowtie2_pepr_no_deduplication_test1_peaks,1117427,Rube,with_control,broad,bowtie2,pepr,no_deduplication,test1,peaks
Rube_with_control_broad_bowtie2_pepr_no_deduplication_test2_peaks,1117427,Rube,with_control,broad,bowtie2,pepr,no_deduplication,test2,peaks
Rube_with_control_broad_bowtie2_pepr_no_deduplication_test3_peaks,1117427,Rube,with_control,broad,bowtie2,pepr,no_deduplication,test3,peaks
Rube_with_control_broad_bowtie2_pepr_picard_test1_peaks,327241,Rube,with_control,broad,bowtie2,pepr,picard,test1,peaks
Rube_with_control_broad_bowtie2_pepr_picard_test2_peaks,327241,Rube,with_control,broad,bowtie2,pepr,picard,test2,peaks
Rube_with_control_broad_bowtie2_pepr_picard_test3_peaks,327241,Rube,with_control,broad,bowtie2,pepr,picard,test3,peaks
Rube_with_control_broad_bowtie2_pepr_sambamba_test1_peaks,327241,Rube,with_control,broad,bowtie2,pepr,sambamba,test1,peaks
Rube_with_control_broad_bowtie2_pepr_sambamba_test2_peaks,327241,Rube,with_control,broad,bowtie2,pepr,sambamba,test2,peaks
Rube_with_control_broad_bowtie2_pepr_sambamba_test3_peaks,327241,Rube,with_control,broad,bowtie2,pepr,sambamba,test3,peaks
Rube_with_control_broad_bowtie2_pepr_samtools_test1_peaks,327241,Rube,with_control,broad,bowtie2,pepr,samtools,test1,peaks
Rube_with_control_broad_bowtie2_pepr_samtools_test2_peaks,327241,Rube,with_control,broad,bowtie2,pepr,samtools,test2,peaks
Rube_with_control_broad_bowtie2_pepr_samtools_test3_peaks,327241,Rube,with_control,broad,bowtie2,pepr,samtools,test3,peaks
Rube_with_control_broad_bwa_mem_cisgenome_no_deduplication_test1_peaks,2086,Rube,with_control,broad,bwa_mem,cisgenome,no_deduplication,test1,peaks
Rube_with_control_broad_bwa_mem_cisgenome_no_deduplication_test2_peaks,2086,Rube,with_control,broad,bwa_mem,cisgenome,no_deduplication,test2,peaks
Rube_with_control_broad_bwa_mem_cisgenome_no_deduplication_test3_peaks,2086,Rube,with_control,broad,bwa_mem,cisgenome,no_deduplication,test3,peaks
Rube_with_control_broad_bwa_mem_cisgenome_picard_test1_peaks,15553,Rube,with_control,broad,bwa_mem,cisgenome,picard,test1,peaks
Rube_with_control_broad_bwa_mem_cisgenome_picard_test2_peaks,15553,Rube,with_control,broad,bwa_mem,cisgenome,picard,test2,peaks
Rube_with_control_broad_bwa_mem_cisgenome_picard_test3_peaks,15553,Rube,with_control,broad,bwa_mem,cisgenome,picard,test3,peaks
Rube_with_control_broad_bwa_mem_cisgenome_sambamba_test1_peaks,15553,Rube,with_control,broad,bwa_mem,cisgenome,sambamba,test1,peaks
Rube_with_control_broad_bwa_mem_cisgenome_sambamba_test2_peaks,15553,Rube,with_control,broad,bwa_mem,cisgenome,sambamba,test2,peaks
Rube_with_control_broad_bwa_mem_cisgenome_sambamba_test3_peaks,15553,Rube,with_control,broad,bwa_mem,cisgenome,sambamba,test3,peaks
Rube_with_control_broad_bwa_mem_cisgenome_samtools_test1_peaks,15553,Rube,with_control,broad,bwa_mem,cisgenome,samtools,test1,peaks
Rube_with_control_broad_bwa_mem_cisgenome_samtools_test2_peaks,15553,Rube,with_control,broad,bwa_mem,cisgenome,samtools,test2,peaks
Rube_with_control_broad_bwa_mem_cisgenome_samtools_test3_peaks,15553,Rube,with_control,broad,bwa_mem,cisgenome,samtools,test3,peaks
Rube_with_control_broad_bwa_mem_genrich_no_deduplication_test1_peaks,148001,Rube,with_control,broad,bwa_mem,genrich,no_deduplication,test1,peaks
Rube_with_control_broad_bwa_mem_genrich_no_deduplication_test2_peaks,148001,Rube,with_control,broad,bwa_mem,genrich,no_deduplication,test2,peaks
Rube_with_control_broad_bwa_mem_genrich_no_deduplication_test3_peaks,148001,Rube,with_control,broad,bwa_mem,genrich,no_deduplication,test3,peaks
Rube_with_control_broad_bwa_mem_genrich_picard_test1_peaks,97047,Rube,with_control,broad,bwa_mem,genrich,picard,test1,peaks
Rube_with_control_broad_bwa_mem_genrich_picard_test2_peaks,97047,Rube,with_control,broad,bwa_mem,genrich,picard,test2,peaks
Rube_with_control_broad_bwa_mem_genrich_picard_test3_peaks,97047,Rube,with_control,broad,bwa_mem,genrich,picard,test3,peaks
Rube_with_control_broad_bwa_mem_genrich_sambamba_test1_peaks,97046,Rube,with_control,broad,bwa_mem,genrich,sambamba,test1,peaks
Rube_with_control_broad_bwa_mem_genrich_sambamba_test2_peaks,97046,Rube,with_control,broad,bwa_mem,genrich,sambamba,test2,peaks
Rube_with_control_broad_bwa_mem_genrich_sambamba_test3_peaks,97046,Rube,with_control,broad,bwa_mem,genrich,sambamba,test3,peaks
Rube_with_control_broad_bwa_mem_genrich_samtools_test1_peaks,97047,Rube,with_control,broad,bwa_mem,genrich,samtools,test1,peaks
Rube_with_control_broad_bwa_mem_genrich_samtools_test2_peaks,97047,Rube,with_control,broad,bwa_mem,genrich,samtools,test2,peaks
Rube_with_control_broad_bwa_mem_genrich_samtools_test3_peaks,97047,Rube,with_control,broad,bwa_mem,genrich,samtools,test3,peaks
Rube_with_control_broad_bwa_mem_macs3_no_deduplication_test1_peaks,1155504,Rube,with_control,broad,bwa_mem,macs3,no_deduplication,test1,peaks
Rube_with_control_broad_bwa_mem_macs3_no_deduplication_test2_peaks,1155504,Rube,with_control,broad,bwa_mem,macs3,no_deduplication,test2,peaks
Rube_with_control_broad_bwa_mem_macs3_no_deduplication_test3_peaks,1155504,Rube,with_control,broad,bwa_mem,macs3,no_deduplication,test3,peaks
Rube_with_control_broad_bwa_mem_macs3_picard_test1_peaks,1153868,Rube,with_control,broad,bwa_mem,macs3,picard,test1,peaks
Rube_with_control_broad_bwa_mem_macs3_picard_test2_peaks,1153868,Rube,with_control,broad,bwa_mem,macs3,picard,test2,peaks
Rube_with_control_broad_bwa_mem_macs3_picard_test3_peaks,1153868,Rube,with_control,broad,bwa_mem,macs3,picard,test3,peaks
Rube_with_control_broad_bwa_mem_macs3_sambamba_test1_peaks,1153867,Rube,with_control,broad,bwa_mem,macs3,sambamba,test1,peaks
Rube_with_control_broad_bwa_mem_macs3_sambamba_test2_peaks,1153867,Rube,with_control,broad,bwa_mem,macs3,sambamba,test2,peaks
Rube_with_control_broad_bwa_mem_macs3_sambamba_test3_peaks,1153867,Rube,with_control,broad,bwa_mem,macs3,sambamba,test3,peaks
Rube_with_control_broad_bwa_mem_macs3_samtools_test1_peaks,1153868,Rube,with_control,broad,bwa_mem,macs3,samtools,test1,peaks
Rube_with_control_broad_bwa_mem_macs3_samtools_test2_peaks,1153868,Rube,with_control,broad,bwa_mem,macs3,samtools,test2,peaks
Rube_with_control_broad_bwa_mem_macs3_samtools_test3_peaks,1153868,Rube,with_control,broad,bwa_mem,macs3,samtools,test3,peaks
Rube_with_control_broad_bwa_mem_pepr_no_deduplication_test1_peaks,1214058,Rube,with_control,broad,bwa_mem,pepr,no_deduplication,test1,peaks
Rube_with_control_broad_bwa_mem_pepr_no_deduplication_test2_peaks,1214058,Rube,with_control,broad,bwa_mem,pepr,no_deduplication,test2,peaks
Rube_with_control_broad_bwa_mem_pepr_no_deduplication_test3_peaks,1214058,Rube,with_control,broad,bwa_mem,pepr,no_deduplication,test3,peaks
Rube_with_control_broad_bwa_mem_pepr_picard_test1_peaks,422788,Rube,with_control,broad,bwa_mem,pepr,picard,test1,peaks
Rube_with_control_broad_bwa_mem_pepr_picard_test2_peaks,422788,Rube,with_control,broad,bwa_mem,pepr,picard,test2,peaks
Rube_with_control_broad_bwa_mem_pepr_picard_test3_peaks,422788,Rube,with_control,broad,bwa_mem,pepr,picard,test3,peaks
Rube_with_control_broad_bwa_mem_pepr_sambamba_test1_peaks,422788,Rube,with_control,broad,bwa_mem,pepr,sambamba,test1,peaks
Rube_with_control_broad_bwa_mem_pepr_sambamba_test2_peaks,422788,Rube,with_control,broad,bwa_mem,pepr,sambamba,test2,peaks
Rube_with_control_broad_bwa_mem_pepr_sambamba_test3_peaks,422788,Rube,with_control,broad,bwa_mem,pepr,sambamba,test3,peaks
Rube_with_control_broad_bwa_mem_pepr_samtools_test1_peaks,422788,Rube,with_control,broad,bwa_mem,pepr,samtools,test1,peaks
Rube_with_control_broad_bwa_mem_pepr_samtools_test2_peaks,422788,Rube,with_control,broad,bwa_mem,pepr,samtools,test2,peaks
Rube_with_control_broad_bwa_mem_pepr_samtools_test3_peaks,422788,Rube,with_control,broad,bwa_mem,pepr,samtools,test3,peaks
Rube_with_control_narrow_STAR_cisgenome_no_deduplication_test1_peaks,3110,Rube,with_control,narrow,STAR,cisgenome,no_deduplication,test1,peaks
Rube_with_control_narrow_STAR_cisgenome_no_deduplication_test2_peaks,3110,Rube,with_control,narrow,STAR,cisgenome,no_deduplication,test2,peaks
Rube_with_control_narrow_STAR_cisgenome_no_deduplication_test3_peaks,3110,Rube,with_control,narrow,STAR,cisgenome,no_deduplication,test3,peaks
Rube_with_control_narrow_STAR_cisgenome_picard_test1_peaks,5918,Rube,with_control,narrow,STAR,cisgenome,picard,test1,peaks
Rube_with_control_narrow_STAR_cisgenome_picard_test2_peaks,5918,Rube,with_control,narrow,STAR,cisgenome,picard,test2,peaks
Rube_with_control_narrow_STAR_cisgenome_picard_test3_peaks,5918,Rube,with_control,narrow,STAR,cisgenome,picard,test3,peaks
Rube_with_control_narrow_STAR_cisgenome_sambamba_test1_peaks,5918,Rube,with_control,narrow,STAR,cisgenome,sambamba,test1,peaks
Rube_with_control_narrow_STAR_cisgenome_sambamba_test2_peaks,5918,Rube,with_control,narrow,STAR,cisgenome,sambamba,test2,peaks
Rube_with_control_narrow_STAR_cisgenome_sambamba_test3_peaks,5918,Rube,with_control,narrow,STAR,cisgenome,sambamba,test3,peaks
Rube_with_control_narrow_STAR_cisgenome_samtools_test1_peaks,5918,Rube,with_control,narrow,STAR,cisgenome,samtools,test1,peaks
Rube_with_control_narrow_STAR_cisgenome_samtools_test2_peaks,5918,Rube,with_control,narrow,STAR,cisgenome,samtools,test2,peaks
Rube_with_control_narrow_STAR_cisgenome_samtools_test3_peaks,5918,Rube,with_control,narrow,STAR,cisgenome,samtools,test3,peaks
Rube_with_control_narrow_STAR_genrich_no_deduplication_test1_peaks,166104,Rube,with_control,narrow,STAR,genrich,no_deduplication,test1,peaks
Rube_with_control_narrow_STAR_genrich_no_deduplication_test2_peaks,166104,Rube,with_control,narrow,STAR,genrich,no_deduplication,test2,peaks
Rube_with_control_narrow_STAR_genrich_no_deduplication_test3_peaks,166104,Rube,with_control,narrow,STAR,genrich,no_deduplication,test3,peaks
Rube_with_control_narrow_STAR_genrich_picard_test1_peaks,127543,Rube,with_control,narrow,STAR,genrich,picard,test1,peaks
Rube_with_control_narrow_STAR_genrich_picard_test2_peaks,127543,Rube,with_control,narrow,STAR,genrich,picard,test2,peaks
Rube_with_control_narrow_STAR_genrich_picard_test3_peaks,127543,Rube,with_control,narrow,STAR,genrich,picard,test3,peaks
Rube_with_control_narrow_STAR_genrich_sambamba_test1_peaks,127542,Rube,with_control,narrow,STAR,genrich,sambamba,test1,peaks
Rube_with_control_narrow_STAR_genrich_sambamba_test2_peaks,127543,Rube,with_control,narrow,STAR,genrich,sambamba,test2,peaks
Rube_with_control_narrow_STAR_genrich_sambamba_test3_peaks,127543,Rube,with_control,narrow,STAR,genrich,sambamba,test3,peaks
Rube_with_control_narrow_STAR_genrich_samtools_test1_peaks,127543,Rube,with_control,narrow,STAR,genrich,samtools,test1,peaks
Rube_with_control_narrow_STAR_genrich_samtools_test2_peaks,127543,Rube,with_control,narrow,STAR,genrich,samtools,test2,peaks
Rube_with_control_narrow_STAR_genrich_samtools_test3_peaks,127543,Rube,with_control,narrow,STAR,genrich,samtools,test3,peaks
Rube_with_control_narrow_STAR_macs3_no_deduplication_test1_peaks,1127650,Rube,with_control,narrow,STAR,macs3,no_deduplication,test1,peaks
Rube_with_control_narrow_STAR_macs3_no_deduplication_test2_peaks,1127650,Rube,with_control,narrow,STAR,macs3,no_deduplication,test2,peaks
Rube_with_control_narrow_STAR_macs3_no_deduplication_test3_peaks,1127650,Rube,with_control,narrow,STAR,macs3,no_deduplication,test3,peaks
Rube_with_control_narrow_STAR_macs3_picard_test1_peaks,1143539,Rube,with_control,narrow,STAR,macs3,picard,test1,peaks
Rube_with_control_narrow_STAR_macs3_picard_test2_peaks,1143539,Rube,with_control,narrow,STAR,macs3,picard,test2,peaks
Rube_with_control_narrow_STAR_macs3_picard_test3_peaks,1143539,Rube,with_control,narrow,STAR,macs3,picard,test3,peaks
Rube_with_control_narrow_STAR_macs3_sambamba_test1_peaks,1143542,Rube,with_control,narrow,STAR,macs3,sambamba,test1,peaks
Rube_with_control_narrow_STAR_macs3_sambamba_test2_peaks,1143541,Rube,with_control,narrow,STAR,macs3,sambamba,test2,peaks
Rube_with_control_narrow_STAR_macs3_sambamba_test3_peaks,1143542,Rube,with_control,narrow,STAR,macs3,sambamba,test3,peaks
Rube_with_control_narrow_STAR_macs3_samtools_test1_peaks,1143539,Rube,with_control,narrow,STAR,macs3,samtools,test1,peaks
Rube_with_control_narrow_STAR_macs3_samtools_test2_peaks,1143539,Rube,with_control,narrow,STAR,macs3,samtools,test2,peaks
Rube_with_control_narrow_STAR_macs3_samtools_test3_peaks,1143539,Rube,with_control,narrow,STAR,macs3,samtools,test3,peaks
Rube_with_control_narrow_STAR_pepr_no_deduplication_test1_peaks,1713483,Rube,with_control,narrow,STAR,pepr,no_deduplication,test1,peaks
Rube_with_control_narrow_STAR_pepr_no_deduplication_test2_peaks,1713484,Rube,with_control,narrow,STAR,pepr,no_deduplication,test2,peaks
Rube_with_control_narrow_STAR_pepr_no_deduplication_test3_peaks,1713484,Rube,with_control,narrow,STAR,pepr,no_deduplication,test3,peaks
Rube_with_control_narrow_STAR_pepr_picard_test1_peaks,721308,Rube,with_control,narrow,STAR,pepr,picard,test1,peaks
Rube_with_control_narrow_STAR_pepr_picard_test2_peaks,721308,Rube,with_control,narrow,STAR,pepr,picard,test2,peaks
Rube_with_control_narrow_STAR_pepr_picard_test3_peaks,721308,Rube,with_control,narrow,STAR,pepr,picard,test3,peaks
Rube_with_control_narrow_STAR_pepr_sambamba_test1_peaks,721309,Rube,with_control,narrow,STAR,pepr,sambamba,test1,peaks
Rube_with_control_narrow_STAR_pepr_sambamba_test2_peaks,721307,Rube,with_control,narrow,STAR,pepr,sambamba,test2,peaks
Rube_with_control_narrow_STAR_pepr_sambamba_test3_peaks,721309,Rube,with_control,narrow,STAR,pepr,sambamba,test3,peaks
Rube_with_control_narrow_STAR_pepr_samtools_test1_peaks,721308,Rube,with_control,narrow,STAR,pepr,samtools,test1,peaks
Rube_with_control_narrow_STAR_pepr_samtools_test2_peaks,721308,Rube,with_control,narrow,STAR,pepr,samtools,test2,peaks
Rube_with_control_narrow_STAR_pepr_samtools_test3_peaks,721308,Rube,with_control,narrow,STAR,pepr,samtools,test3,peaks
Rube_with_control_narrow_bowtie2_cisgenome_no_deduplication_test1_peaks,2228,Rube,with_control,narrow,bowtie2,cisgenome,no_deduplication,test1,peaks
Rube_with_control_narrow_bowtie2_cisgenome_no_deduplication_test2_peaks,2228,Rube,with_control,narrow,bowtie2,cisgenome,no_deduplication,test2,peaks
Rube_with_control_narrow_bowtie2_cisgenome_no_deduplication_test3_peaks,2228,Rube,with_control,narrow,bowtie2,cisgenome,no_deduplication,test3,peaks
Rube_with_control_narrow_bowtie2_cisgenome_picard_test1_peaks,16515,Rube,with_control,narrow,bowtie2,cisgenome,picard,test1,peaks
Rube_with_control_narrow_bowtie2_cisgenome_picard_test2_peaks,16515,Rube,with_control,narrow,bowtie2,cisgenome,picard,test2,peaks
Rube_with_control_narrow_bowtie2_cisgenome_picard_test3_peaks,16515,Rube,with_control,narrow,bowtie2,cisgenome,picard,test3,peaks
Rube_with_control_narrow_bowtie2_cisgenome_sambamba_test1_peaks,16515,Rube,with_control,narrow,bowtie2,cisgenome,sambamba,test1,peaks
Rube_with_control_narrow_bowtie2_cisgenome_sambamba_test2_peaks,16515,Rube,with_control,narrow,bowtie2,cisgenome,sambamba,test2,peaks
Rube_with_control_narrow_bowtie2_cisgenome_sambamba_test3_peaks,16515,Rube,with_control,narrow,bowtie2,cisgenome,sambamba,test3,peaks
Rube_with_control_narrow_bowtie2_cisgenome_samtools_test1_peaks,16515,Rube,with_control,narrow,bowtie2,cisgenome,samtools,test1,peaks
Rube_with_control_narrow_bowtie2_cisgenome_samtools_test2_peaks,16515,Rube,with_control,narrow,bowtie2,cisgenome,samtools,test2,peaks
Rube_with_control_narrow_bowtie2_cisgenome_samtools_test3_peaks,16515,Rube,with_control,narrow,bowtie2,cisgenome,samtools,test3,peaks
Rube_with_control_narrow_bowtie2_genrich_no_deduplication_test1_peaks,146940,Rube,with_control,narrow,bowtie2,genrich,no_deduplication,test1,peaks
Rube_with_control_narrow_bowtie2_genrich_no_deduplication_test2_peaks,146940,Rube,with_control,narrow,bowtie2,genrich,no_deduplication,test2,peaks
Rube_with_control_narrow_bowtie2_genrich_no_deduplication_test3_peaks,146940,Rube,with_control,narrow,bowtie2,genrich,no_deduplication,test3,peaks
Rube_with_control_narrow_bowtie2_genrich_picard_test1_peaks,96308,Rube,with_control,narrow,bowtie2,genrich,picard,test1,peaks
Rube_with_control_narrow_bowtie2_genrich_picard_test2_peaks,96308,Rube,with_control,narrow,bowtie2,genrich,picard,test2,peaks
Rube_with_control_narrow_bowtie2_genrich_picard_test3_peaks,96308,Rube,with_control,narrow,bowtie2,genrich,picard,test3,peaks
Rube_with_control_narrow_bowtie2_genrich_sambamba_test1_peaks,96310,Rube,with_control,narrow,bowtie2,genrich,sambamba,test1,peaks
Rube_with_control_narrow_bowtie2_genrich_sambamba_test2_peaks,96310,Rube,with_control,narrow,bowtie2,genrich,sambamba,test2,peaks
Rube_with_control_narrow_bowtie2_genrich_sambamba_test3_peaks,96310,Rube,with_control,narrow,bowtie2,genrich,sambamba,test3,peaks
Rube_with_control_narrow_bowtie2_genrich_samtools_test1_peaks,96308,Rube,with_control,narrow,bowtie2,genrich,samtools,test1,peaks
Rube_with_control_narrow_bowtie2_genrich_samtools_test2_peaks,96308,Rube,with_control,narrow,bowtie2,genrich,samtools,test2,peaks
Rube_with_control_narrow_bowtie2_genrich_samtools_test3_peaks,96308,Rube,with_control,narrow,bowtie2,genrich,samtools,test3,peaks
Rube_with_control_narrow_bowtie2_macs3_no_deduplication_test1_peaks,1329347,Rube,with_control,narrow,bowtie2,macs3,no_deduplication,test1,peaks
Rube_with_control_narrow_bowtie2_macs3_no_deduplication_test2_peaks,1329347,Rube,with_control,narrow,bowtie2,macs3,no_deduplication,test2,peaks
Rube_with_control_narrow_bowtie2_macs3_no_deduplication_test3_peaks,1329347,Rube,with_control,narrow,bowtie2,macs3,no_deduplication,test3,peaks
Rube_with_control_narrow_bowtie2_macs3_picard_test1_peaks,1329347,Rube,with_control,narrow,bowtie2,macs3,picard,test1,peaks
Rube_with_control_narrow_bowtie2_macs3_picard_test2_peaks,1329347,Rube,with_control,narrow,bowtie2,macs3,picard,test2,peaks
Rube_with_control_narrow_bowtie2_macs3_picard_test3_peaks,1329347,Rube,with_control,narrow,bowtie2,macs3,picard,test3,peaks
Rube_with_control_narrow_bowtie2_macs3_sambamba_test1_peaks,1329347,Rube,with_control,narrow,bowtie2,macs3,sambamba,test1,peaks
Rube_with_control_narrow_bowtie2_macs3_sambamba_test2_peaks,1329347,Rube,with_control,narrow,bowtie2,macs3,sambamba,test2,peaks
